field_id,season,cropped,ndvi_max,ndvi_amp,sos,pos_ndvi,eos,pos_ndre,ndre_lead_days,ndre_at_peak,s2rep_at_peak,cire_at_peak,stress_days_prepeak,senescence_days,min_decouple_z_prepeak,worst_date,s2rep_z,f_decouple,f_lead,f_rep,stress_score,stress_class,survey_no,field_area_ha
FLD0126,Summer 2026,False,0.830,,,,,,,,,,,,,,,False,False,False,0,no crop,86,1.512
FLD0127,Summer 2026,False,0.654,,,,,,,,,,,,,,,False,False,False,0,no crop,72 rs 84,2.975
FLD0129,Summer 2026,False,0.638,,,,,,,,,,,,,,,False,False,False,0,no crop,101,0.694
FLD0130,Summer 2026,False,0.537,,,,,,,,,,,,,,,False,False,False,0,no crop,102,0.289
FLD0132,Summer 2026,False,0.658,,,,,,,,,,,,,,,False,False,False,0,no crop,98,11.601
FLD0134,Summer 2026,False,0.694,,,,,,,,,,,,,,,False,False,False,0,no crop,96,1.972
FLD0137,Summer 2026,False,0.729,,,,,,,,,,,,,,,False,False,False,0,no crop,93,2.288
FLD0139,Summer 2026,False,0.656,,,,,,,,,,,,,,,False,False,False,0,no crop,111,0.590
FLD0141,Summer 2026,False,0.847,,,,,,,,,,,,,,,False,False,False,0,no crop,107,0.175
FLD0148,Summer 2026,False,0.674,,,,,,,,,,,,,,,False,False,False,0,no crop,138,12.926
FLD0149,Summer 2026,False,0.733,,,,,,,,,,,,,,,False,False,False,0,no crop,139,4.168
FLD0151,Summer 2026,False,0.675,,,,,,,,,,,,,,,False,False,False,0,no crop,144,4.851
FLD0152,Summer 2026,False,0.753,,,,,,,,,,,,,,,False,False,False,0,no crop,145,2.606
FLD0153,Summer 2026,False,0.653,,,,,,,,,,,,,,,False,False,False,0,no crop,137,5.877
FLD0155,Summer 2026,False,0.677,,,,,,,,,,,,,,,False,False,False,0,no crop,141,2.192
FLD0156,Summer 2026,False,0.693,,,,,,,,,,,,,,,False,False,False,0,no crop,142,3.944
FLD0157,Summer 2026,False,0.965,,,,,,,,,,,,,,,False,False,False,0,no crop,146,1.524
FLD0161,Summer 2026,False,0.748,,,,,,,,,,,,,,,False,False,False,0,no crop,136,4.959
FLD0165,Summer 2026,False,0.660,,,,,,,,,,,,,,,False,False,False,0,no crop,154,2.774
FLD0166,Summer 2026,False,0.722,,,,,,,,,,,,,,,False,False,False,0,no crop,153,2.217
FLD0167,Summer 2026,False,0.610,,,,,,,,,,,,,,,False,False,False,0,no crop,152,12.171
FLD0168,Summer 2026,False,0.562,,,,,,,,,,,,,,,False,False,False,0,no crop,151,11.425
FLD0173,Summer 2026,False,0.669,,,,,,,,,,,,,,,False,False,False,0,no crop,156,6.017
FLD0175,Summer 2026,False,0.566,,,,,,,,,,,,,,,False,False,False,0,no crop,209,2.775
FLD0176,Summer 2026,False,0.477,,,,,,,,,,,,,,,False,False,False,0,no crop,208,2.393
FLD0177,Summer 2026,False,0.341,,,,,,,,,,,,,,,False,False,False,0,no crop,207,1.663
FLD0178,Summer 2026,False,0.292,,,,,,,,,,,,,,,False,False,False,0,no crop,134,0.640
FLD0182,Summer 2026,False,0.816,,,,,,,,,,,,,,,False,False,False,0,no crop,128,1.003
FLD0183,Summer 2026,False,0.760,,,,,,,,,,,,,,,False,False,False,0,no crop,127,2.003
FLD0184,Summer 2026,False,0.764,,,,,,,,,,,,,,,False,False,False,0,no crop,126,0.598
FLD0188,Summer 2026,False,0.527,,,,,,,,,,,,,,,False,False,False,0,no crop,129,9.804
FLD0189,Summer 2026,False,0.618,,,,,,,,,,,,,,,False,False,False,0,no crop,125,0.724
FLD0191,Summer 2026,False,0.684,,,,,,,,,,,,,,,False,False,False,0,no crop,115,4.199
FLD0194,Summer 2026,False,0.747,,,,,,,,,,,,,,,False,False,False,0,no crop,112,1.490
FLD0195,Summer 2026,False,0.707,,,,,,,,,,,,,,,False,False,False,0,no crop,105,0.666
FLD0196,Summer 2026,False,0.514,,,,,,,,,,,,,,,False,False,False,0,no crop,116,0.796
FLD0197,Summer 2026,False,0.724,,,,,,,,,,,,,,,False,False,False,0,no crop,117,2.567
FLD0198,Summer 2026,False,0.221,,,,,,,,,,,,,,,False,False,False,0,no crop,118,0.239
FLD0202,Summer 2026,False,0.615,,,,,,,,,,,,,,,False,False,False,0,no crop,189,0.338
FLD0203,Summer 2026,False,0.619,,,,,,,,,,,,,,,False,False,False,0,no crop,190,11.083
FLD0205,Summer 2026,False,0.737,,,,,,,,,,,,,,,False,False,False,0,no crop,10,0.252
FLD0207,Summer 2026,False,0.513,,,,,,,,,,,,,,,False,False,False,0,no crop,498,0.486
FLD0209,Summer 2026,False,0.529,,,,,,,,,,,,,,,False,False,False,0,no crop,7,0.899
FLD0214,Summer 2026,False,0.597,,,,,,,,,,,,,,,False,False,False,0,no crop,3,0.218
FLD0221,Summer 2026,False,0.413,,,,,,,,,,,,,,,False,False,False,0,no crop,494,0.466
FLD0223,Summer 2026,False,0.631,,,,,,,,,,,,,,,False,False,False,0,no crop,491,0.585
FLD0224,Summer 2026,False,0.872,,,,,,,,,,,,,,,False,False,False,0,no crop,490,0.371
FLD0227,Summer 2026,False,0.730,,,,,,,,,,,,,,,False,False,False,0,no crop,482,1.350
FLD0229,Summer 2026,False,0.746,,,,,,,,,,,,,,,False,False,False,0,no crop,480,0.408
FLD0230,Summer 2026,False,0.319,,,,,,,,,,,,,,,False,False,False,0,no crop,362,0.277
FLD0235,Summer 2026,False,0.514,,,,,,,,,,,,,,,False,False,False,0,no crop,353,1.433
FLD0238,Summer 2026,False,0.250,,,,,,,,,,,,,,,False,False,False,0,no crop,359,0.370
FLD0242,Summer 2026,False,0.715,,,,,,,,,,,,,,,False,False,False,0,no crop,348,0.876
FLD0244,Summer 2026,False,0.763,,,,,,,,,,,,,,,False,False,False,0,no crop,347,0.640
FLD0247,Summer 2026,False,0.558,,,,,,,,,,,,,,,False,False,False,0,no crop,341,10.822
FLD0248,Summer 2026,False,0.635,,,,,,,,,,,,,,,False,False,False,0,no crop,343,3.443
FLD0251,Summer 2026,False,0.635,,,,,,,,,,,,,,,False,False,False,0,no crop,230,14.255
FLD0252,Summer 2026,False,0.847,,,,,,,,,,,,,,,False,False,False,0,no crop,231,2.317
FLD0253,Summer 2026,False,0.643,,,,,,,,,,,,,,,False,False,False,0,no crop,241,6.126
FLD0254,Summer 2026,False,0.814,,,,,,,,,,,,,,,False,False,False,0,no crop,272,6.659
FLD0256,Summer 2026,False,0.376,,,,,,,,,,,,,,,False,False,False,0,no crop,240,7.061
FLD0257,Summer 2026,False,0.518,,,,,,,,,,,,,,,False,False,False,0,no crop,242,3.289
FLD0258,Summer 2026,False,0.484,,,,,,,,,,,,,,,False,False,False,0,no crop,243,2.803
FLD0259,Summer 2026,False,0.440,,,,,,,,,,,,,,,False,False,False,0,no crop,244,15.129
FLD0264,Summer 2026,False,0.717,,,,,,,,,,,,,,,False,False,False,0,no crop,446,8.293
FLD0265,Summer 2026,False,0.722,,,,,,,,,,,,,,,False,False,False,0,no crop,447,11.646
FLD0266,Summer 2026,False,0.513,,,,,,,,,,,,,,,False,False,False,0,no crop,431,22.901
FLD0267,Summer 2026,False,0.673,,,,,,,,,,,,,,,False,False,False,0,no crop,429,2.077
FLD0268,Summer 2026,False,0.664,,,,,,,,,,,,,,,False,False,False,0,no crop,428,2.659
FLD0270,Summer 2026,False,0.704,,,,,,,,,,,,,,,False,False,False,0,no crop,427,3.470
FLD0271,Summer 2026,False,0.877,,,,,,,,,,,,,,,False,False,False,0,no crop,426,1.927
FLD0279,Summer 2026,False,0.626,,,,,,,,,,,,,,,False,False,False,0,no crop,415,5.323
FLD0280,Summer 2026,False,0.642,,,,,,,,,,,,,,,False,False,False,0,no crop,414,5.493
FLD0281,Summer 2026,False,0.801,,,,,,,,,,,,,,,False,False,False,0,no crop,410,0.567
FLD0286,Summer 2026,False,0.655,,,,,,,,,,,,,,,False,False,False,0,no crop,319,0.365
FLD0290,Summer 2026,False,0.722,,,,,,,,,,,,,,,False,False,False,0,no crop,307,7.304
FLD0292,Summer 2026,False,0.777,,,,,,,,,,,,,,,False,False,False,0,no crop,302,0.806
FLD0295,Summer 2026,False,0.802,,,,,,,,,,,,,,,False,False,False,0,no crop,297,0.180
FLD0296,Summer 2026,False,0.840,,,,,,,,,,,,,,,False,False,False,0,no crop,298,0.271
FLD0298,Summer 2026,False,0.715,,,,,,,,,,,,,,,False,False,False,0,no crop,295,1.018
FLD0303,Summer 2026,False,0.703,,,,,,,,,,,,,,,False,False,False,0,no crop,300,12.948
FLD0304,Summer 2026,False,0.640,,,,,,,,,,,,,,,False,False,False,0,no crop,285,0.515
FLD0307,Summer 2026,False,0.863,,,,,,,,,,,,,,,False,False,False,0,no crop,287,1.377
FLD0308,Summer 2026,False,0.707,,,,,,,,,,,,,,,False,False,False,0,no crop,284,0.915
FLD0309,Summer 2026,False,0.753,,,,,,,,,,,,,,,False,False,False,0,no crop,288,0.433
FLD0310,Summer 2026,False,0.598,,,,,,,,,,,,,,,False,False,False,0,no crop,289,0.364
FLD0311,Summer 2026,False,0.787,,,,,,,,,,,,,,,False,False,False,0,no crop,291,1.043
FLD0313,Summer 2026,False,0.718,,,,,,,,,,,,,,,False,False,False,0,no crop,277,0.823
FLD0316,Summer 2026,False,0.711,,,,,,,,,,,,,,,False,False,False,0,no crop,281,8.073
FLD0321,Summer 2026,False,0.833,,,,,,,,,,,,,,,False,False,False,0,no crop,263,2.287
FLD0328,Summer 2026,False,0.610,,,,,,,,,,,,,,,False,False,False,0,no crop,268,10.132
FLD0329,Summer 2026,False,0.786,,,,,,,,,,,,,,,False,False,False,0,no crop,276,6.138
FLD0330,Summer 2026,False,0.593,,,,,,,,,,,,,,,False,False,False,0,no crop,259,5.839
FLD0333,Summer 2026,False,0.776,,,,,,,,,,,,,,,False,False,False,0,no crop,257,3.589
FLD0334,Summer 2026,False,0.344,,,,,,,,,,,,,,,False,False,False,0,no crop,261,10.225
FLD0335,Summer 2026,False,0.741,,,,,,,,,,,,,,,False,False,False,0,no crop,262,20.082
FLD0336,Summer 2026,False,0.696,,,,,,,,,,,,,,,False,False,False,0,no crop,253,6.618
FLD0337,Summer 2026,False,0.267,,,,,,,,,,,,,,,False,False,False,0,no crop,254,8.463
FLD0338,Summer 2026,False,0.442,,,,,,,,,,,,,,,False,False,False,0,no crop,255,6.599
FLD0340,Summer 2026,False,0.411,,,,,,,,,,,,,,,False,False,False,0,no crop,250,4.877
FLD0341,Summer 2026,False,0.512,,,,,,,,,,,,,,,False,False,False,0,no crop,249,3.981
FLD0343,Summer 2026,False,0.639,,,,,,,,,,,,,,,False,False,False,0,no crop,247,3.284
FLD0345,Summer 2026,False,0.588,,,,,,,,,,,,,,,False,False,False,0,no crop,245,19.386
FLD0346,Summer 2026,False,0.791,,,,,,,,,,,,,,,False,False,False,0,no crop,258,0.715
FLD0348,Summer 2026,False,0.267,,,,,,,,,,,,,,,False,False,False,0,no crop,235,3.203
FLD0351,Summer 2026,False,0.363,,,,,,,,,,,,,,,False,False,False,0,no crop,234,5.447
FLD0352,Summer 2026,False,0.517,,,,,,,,,,,,,,,False,False,False,0,no crop,233,3.235
FLD0353,Summer 2026,False,0.380,,,,,,,,,,,,,,,False,False,False,0,no crop,232,3.193
FLD0354,Summer 2026,False,0.442,,,,,,,,,,,,,,,False,False,False,0,no crop,213,1.988
FLD0356,Summer 2026,False,0.420,,,,,,,,,,,,,,,False,False,False,0,no crop,210,9.958
FLD0357,Summer 2026,False,0.344,,,,,,,,,,,,,,,False,False,False,0,no crop,212,4.499
FLD0358,Summer 2026,False,0.321,,,,,,,,,,,,,,,False,False,False,0,no crop,214,0.733
FLD0359,Summer 2026,False,0.306,,,,,,,,,,,,,,,False,False,False,0,no crop,215,0.765
FLD0360,Summer 2026,False,0.351,,,,,,,,,,,,,,,False,False,False,0,no crop,216,1.926
FLD0361,Summer 2026,False,0.391,,,,,,,,,,,,,,,False,False,False,0,no crop,217,2.359
FLD0362,Summer 2026,False,0.675,,,,,,,,,,,,,,,False,False,False,0,no crop,218,1.158
FLD0363,Summer 2026,False,0.684,,,,,,,,,,,,,,,False,False,False,0,no crop,219,1.438
FLD0367,Summer 2026,False,0.664,,,,,,,,,,,,,,,False,False,False,0,no crop,206,10.302
FLD0368,Summer 2026,False,0.792,,,,,,,,,,,,,,,False,False,False,0,no crop,184,2.253
FLD0374,Summer 2026,False,0.434,,,,,,,,,,,,,,,False,False,False,0,no crop,252,42.469
FLD0375,Summer 2026,False,0.385,,,,,,,,,,,,,,,False,False,False,0,no crop,341,1.591
FLD0377,Summer 2026,False,0.349,,,,,,,,,,,,,,,False,False,False,0,no crop,341iS,1.374
FLD0378,Summer 2026,False,0.323,,,,,,,,,,,,,,,False,False,False,0,no crop,341iS,3.452
FLD0379,Summer 2026,False,0.432,,,,,,,,,,,,,,,False,False,False,0,no crop,334iS,1.091
FLD0380,Summer 2026,False,0.651,,,,,,,,,,,,,,,False,False,False,0,no crop,337iS,15.828
FLD0383,Summer 2026,False,0.398,,,,,,,,,,,,,,,False,False,False,0,no crop,341iS,30.671
FLD0384,Summer 2026,False,0.709,,,,,,,,,,,,,,,False,False,False,0,no crop,322,2.817
FLD0385,Summer 2026,False,0.738,,,,,,,,,,,,,,,False,False,False,0,no crop,359,1.889
FLD0386,Summer 2026,False,0.771,,,,,,,,,,,,,,,False,False,False,0,no crop,18,3.839
FLD0388,Summer 2026,False,0.635,,,,,,,,,,,,,,,False,False,False,0,no crop,485,0.731
FLD0390,Summer 2026,False,0.748,,,,,,,,,,,,,,,False,False,False,0,no crop,487,4.684
FLD0391,Summer 2026,False,0.858,,,,,,,,,,,,,,,False,False,False,0,no crop,472,2.355
FLD0392,Summer 2026,False,0.653,,,,,,,,,,,,,,,False,False,False,0,no crop,150,9.901
FLD0395,Summer 2026,False,0.627,,,,,,,,,,,,,,,False,False,False,0,no crop,445,17.868
FLD0396,Summer 2026,False,0.733,,,,,,,,,,,,,,,False,False,False,0,no crop,440,3.761
FLD0397,Summer 2026,False,0.629,,,,,,,,,,,,,,,False,False,False,0,no crop,72,1.005
FLD0399,Summer 2026,False,0.688,,,,,,,,,,,,,,,False,False,False,0,no crop,75,1.633
FLD0402,Summer 2026,False,0.646,,,,,,,,,,,,,,,False,False,False,0,no crop,84,3.092
FLD0403,Summer 2026,False,0.879,,,,,,,,,,,,,,,False,False,False,0,no crop,79,0.279
FLD0404,Summer 2026,False,0.781,,,,,,,,,,,,,,,False,False,False,0,no crop,78,0.334
FLD0407,Summer 2026,False,0.916,,,,,,,,,,,,,,,False,False,False,0,no crop,82,0.359
FLD0409,Summer 2026,False,0.877,,,,,,,,,,,,,,,False,False,False,0,no crop,193,0.130
FLD0414,Summer 2026,False,0.750,,,,,,,,,,,,,,,False,False,False,0,no crop,191,1.157
FLD0425,Summer 2026,False,0.758,,,,,,,,,,,,,,,False,False,False,0,no crop,25,5.442
FLD0426,Summer 2026,False,0.713,,,,,,,,,,,,,,,False,False,False,0,no crop,24,1.749
FLD0428,Summer 2026,False,0.679,,,,,,,,,,,,,,,False,False,False,0,no crop,22,4.954
FLD0434,Summer 2026,False,0.724,,,,,,,,,,,,,,,False,False,False,0,no crop,341,0.287
FLD0439,Summer 2026,False,0.858,,,,,,,,,,,,,,,False,False,False,0,no crop,227,1.957
FLD0440,Summer 2026,False,0.700,,,,,,,,,,,,,,,False,False,False,0,no crop,228,1.790
FLD0446,Summer 2026,False,0.923,,,,,,,,,,,,,,,False,False,False,0,no crop,220,0.649
FLD0448,Summer 2026,False,0.804,,,,,,,,,,,,,,,False,False,False,0,no crop,386,0.931
FLD0456,Summer 2026,False,0.872,,,,,,,,,,,,,,,False,False,False,0,no crop,395,0.222
FLD0459,Summer 2026,False,0.588,,,,,,,,,,,,,,,False,False,False,0,no crop,400,0.692
FLD0464,Summer 2026,False,0.797,,,,,,,,,,,,,,,False,False,False,0,no crop,405,0.281
FLD0466,Summer 2026,False,0.597,,,,,,,,,,,,,,,False,False,False,0,no crop,404,0.541
