field_id,season,cropped,ndvi_max,ndvi_amp,sos,pos_ndvi,eos,pos_ndre,ndre_lead_days,ndre_at_peak,s2rep_at_peak,cire_at_peak,stress_days_prepeak,senescence_days,min_decouple_z_prepeak,worst_date,s2rep_z,f_decouple,f_lead,f_rep,stress_score,stress_class,survey_no,field_area_ha
FLD0169,Kharif 2025,True,0.806,0.481,2025-06-11,2025-06-11,2025-08-25,2025-06-11,0.000,0.421,711.700,1.160,0.000,0.000,-1.118,2025-06-21,-2.372,False,False,True,1,mild,155,0.496
FLD0337,Kharif 2025,True,0.706,0.362,2025-06-11,2025-06-11,2025-10-24,2025-06-11,0.000,0.369,709.165,0.847,0.000,0.000,-1.216,2025-06-21,-4.003,False,False,True,1,mild,254,8.463
FLD0072,Kharif 2025,True,0.845,0.313,2025-06-11,2025-06-11,2025-08-25,2025-06-11,0.000,0.479,714.529,1.436,0.000,0.000,-0.377,2025-06-11,-0.550,False,False,False,0,none,466,1.194
FLD0165,Kharif 2025,True,0.750,0.164,2025-06-11,2025-06-11,2025-08-25,2025-06-11,0.000,0.473,716.366,1.416,0.000,0.000,-1.059,2025-06-11,0.632,False,False,False,0,none,154,2.774
FLD0180,Kharif 2025,True,0.856,0.200,2025-06-11,2025-06-11,2025-08-25,2025-06-11,0.000,0.526,715.050,1.544,0.000,0.000,-0.054,2025-06-11,-0.215,False,False,False,0,none,132,0.218
FLD0207,Kharif 2025,True,0.633,0.155,2025-06-11,2025-06-11,2025-06-21,2025-06-16,-5.000,0.408,715.666,1.250,0.000,0.000,0.294,2025-06-11,0.182,False,False,False,0,none,498,0.486
FLD0214,Kharif 2025,True,0.796,0.190,2025-09-09,2025-10-14,,2025-10-29,-15.000,0.641,724.466,3.388,0.000,0.000,0.671,2025-09-24,5.848,False,False,False,0,none,3,0.218
FLD0230,Kharif 2025,True,0.757,0.246,2025-06-11,2025-06-11,2025-06-26,2025-06-11,0.000,0.470,715.383,1.511,0.000,0.000,1.505,2025-06-11,0.000,False,False,False,0,none,362,0.277
FLD0231,Kharif 2025,True,0.802,0.184,2025-06-11,2025-06-11,2025-08-25,2025-06-11,0.000,0.463,714.336,1.432,0.000,0.000,-0.321,2025-06-16,-0.674,False,False,False,0,none,361,3.668
FLD0357,Kharif 2025,True,0.748,0.201,2025-10-19,2025-10-29,,2025-10-29,0.000,0.446,717.031,1.503,0.000,0.000,-0.530,2025-10-19,1.061,False,False,False,0,none,212,4.499
FLD0379,Kharif 2025,True,0.868,0.150,2025-08-25,2025-09-09,,2025-09-09,0.000,0.520,718.485,1.963,0.000,0.000,-0.037,2025-08-25,1.997,False,False,False,0,none,334iS,1.091
FLD0023,Kharif 2025,False,0.805,,,,,,,,,,,,,,,False,False,False,0,no crop,384,0.631
FLD0036,Kharif 2025,False,0.818,,,,,,,,,,,,,,,False,False,False,0,no crop,376,0.268
FLD0050,Kharif 2025,False,0.761,,,,,,,,,,,,,,,False,False,False,0,no crop,479,0.893
FLD0051,Kharif 2025,False,0.592,,,,,,,,,,,,,,,False,False,False,0,no crop,483,0.839
FLD0053,Kharif 2025,False,0.503,,,,,,,,,,,,,,,False,False,False,0,no crop,470,0.850
FLD0064,Kharif 2025,False,0.451,,,,,,,,,,,,,,,False,False,False,0,no crop,435,0.817
FLD0097,Kharif 2025,False,0.770,,,,,,,,,,,,,,,False,False,False,0,no crop,46,1.961
FLD0139,Kharif 2025,False,0.621,,,,,,,,,,,,,,,False,False,False,0,no crop,111,0.590
FLD0141,Kharif 2025,False,0.849,,,,,,,,,,,,,,,False,False,False,0,no crop,107,0.175
FLD0177,Kharif 2025,False,0.643,,,,,,,,,,,,,,,False,False,False,0,no crop,207,1.663
FLD0178,Kharif 2025,False,0.262,,,,,,,,,,,,,,,False,False,False,0,no crop,134,0.640
FLD0189,Kharif 2025,False,0.813,,,,,,,,,,,,,,,False,False,False,0,no crop,125,0.724
FLD0194,Kharif 2025,False,0.819,,,,,,,,,,,,,,,False,False,False,0,no crop,112,1.490
FLD0198,Kharif 2025,False,0.150,,,,,,,,,,,,,,,False,False,False,0,no crop,118,0.239
FLD0208,Kharif 2025,False,0.537,,,,,,,,,,,,,,,False,False,False,0,no crop,6,0.325
FLD0209,Kharif 2025,False,0.580,,,,,,,,,,,,,,,False,False,False,0,no crop,7,0.899
FLD0216,Kharif 2025,False,0.646,,,,,,,,,,,,,,,False,False,False,0,no crop,1,1.700
FLD0221,Kharif 2025,False,0.530,,,,,,,,,,,,,,,False,False,False,0,no crop,494,0.466
FLD0223,Kharif 2025,False,0.878,,,,,,,,,,,,,,,False,False,False,0,no crop,491,0.585
FLD0238,Kharif 2025,False,0.382,,,,,,,,,,,,,,,False,False,False,0,no crop,359,0.370
FLD0245,Kharif 2025,False,0.895,,,,,,,,,,,,,,,False,False,False,0,no crop,346,1.211
FLD0268,Kharif 2025,False,0.759,,,,,,,,,,,,,,,False,False,False,0,no crop,428,2.659
FLD0295,Kharif 2025,False,0.828,,,,,,,,,,,,,,,False,False,False,0,no crop,297,0.180
FLD0297,Kharif 2025,False,0.899,,,,,,,,,,,,,,,False,False,False,0,no crop,296,0.631
FLD0304,Kharif 2025,False,0.697,,,,,,,,,,,,,,,False,False,False,0,no crop,285,0.515
FLD0321,Kharif 2025,False,0.779,,,,,,,,,,,,,,,False,False,False,0,no crop,263,2.287
FLD0325,Kharif 2025,False,0.831,,,,,,,,,,,,,,,False,False,False,0,no crop,267,0.973
FLD0334,Kharif 2025,False,0.661,,,,,,,,,,,,,,,False,False,False,0,no crop,261,10.225
FLD0341,Kharif 2025,False,0.531,,,,,,,,,,,,,,,False,False,False,0,no crop,249,3.981
FLD0353,Kharif 2025,False,0.670,,,,,,,,,,,,,,,False,False,False,0,no crop,232,3.193
FLD0354,Kharif 2025,False,0.519,,,,,,,,,,,,,,,False,False,False,0,no crop,213,1.988
FLD0355,Kharif 2025,False,0.381,,,,,,,,,,,,,,,False,False,False,0,no crop,211,5.132
FLD0358,Kharif 2025,False,0.463,,,,,,,,,,,,,,,False,False,False,0,no crop,214,0.733
FLD0359,Kharif 2025,False,0.380,,,,,,,,,,,,,,,False,False,False,0,no crop,215,0.765
FLD0360,Kharif 2025,False,0.477,,,,,,,,,,,,,,,False,False,False,0,no crop,216,1.926
FLD0361,Kharif 2025,False,0.536,,,,,,,,,,,,,,,False,False,False,0,no crop,217,2.359
FLD0363,Kharif 2025,False,0.764,,,,,,,,,,,,,,,False,False,False,0,no crop,219,1.438
FLD0374,Kharif 2025,False,0.592,,,,,,,,,,,,,,,False,False,False,0,no crop,252,42.469
FLD0377,Kharif 2025,False,0.796,,,,,,,,,,,,,,,False,False,False,0,no crop,341iS,1.374
FLD0383,Kharif 2025,False,0.653,,,,,,,,,,,,,,,False,False,False,0,no crop,341iS,30.671
FLD0388,Kharif 2025,False,0.539,,,,,,,,,,,,,,,False,False,False,0,no crop,485,0.731
FLD0405,Kharif 2025,False,0.786,,,,,,,,,,,,,,,False,False,False,0,no crop,80,0.300
FLD0408,Kharif 2025,False,0.651,,,,,,,,,,,,,,,False,False,False,0,no crop,83,0.304
FLD0432,Kharif 2025,False,0.777,,,,,,,,,,,,,,,False,False,False,0,no crop,339,1.535
FLD0442,Kharif 2025,False,0.790,,,,,,,,,,,,,,,False,False,False,0,no crop,223,0.941
FLD0446,Kharif 2025,False,0.919,,,,,,,,,,,,,,,False,False,False,0,no crop,220,0.649
FLD0447,Kharif 2025,False,0.749,,,,,,,,,,,,,,,False,False,False,0,no crop,492,0.556
FLD0142,Kharif 2026,True,0.912,0.177,2026-06-01,2026-06-01,2026-08-25,2026-09-09,-100.000,0.467,712.282,1.433,15.000,10.000,-3.303,2026-06-01,-2.136,True,False,True,2,moderate,108,0.095
FLD0038,Kharif 2026,True,0.762,0.348,2026-06-16,2026-08-30,,2026-08-05,25.000,0.432,713.342,1.240,0.000,0.000,-0.976,2026-08-30,-1.800,False,True,True,2,moderate,369,3.128
FLD0073,Kharif 2026,True,0.860,0.533,2026-07-21,2026-09-09,,2026-08-10,30.000,0.482,714.704,1.681,0.000,0.000,-0.144,2026-07-21,-1.369,False,True,True,2,moderate,467,0.343
FLD0284,Kharif 2026,True,0.760,0.358,2026-06-21,2026-09-09,,2026-08-10,30.000,0.450,715.165,1.419,0.000,0.000,-0.147,2026-09-09,-1.223,False,True,True,2,moderate,368,4.492
FLD0382,Kharif 2026,True,0.692,0.261,2026-07-06,2026-09-09,,2026-07-21,50.000,0.371,713.507,1.129,0.000,0.000,-1.153,2026-09-09,-1.748,False,True,True,2,moderate,340,3.121
FLD0383,Kharif 2026,True,0.607,0.337,2026-07-11,2026-09-09,,2026-09-09,0.000,0.315,712.331,0.861,5.000,0.000,-1.728,2026-09-09,-2.120,False,False,True,1,mild,341iS,30.671
FLD0003,Kharif 2026,True,0.815,0.297,2026-06-26,2026-08-30,,2026-09-14,-15.000,0.473,715.142,1.457,0.000,0.000,-0.632,2026-08-25,-1.230,False,False,True,1,mild,310,2.256
FLD0076,Kharif 2026,True,0.719,0.253,2026-06-16,2026-09-09,,2026-09-09,0.000,0.422,714.987,1.124,0.000,0.000,-0.373,2026-09-09,-1.279,False,False,True,1,mild,469,1.900
FLD0151,Kharif 2026,True,0.710,0.155,2026-08-25,2026-09-09,,2026-09-09,0.000,0.409,714.043,1.231,0.000,0.000,-0.451,2026-09-09,-1.578,False,False,True,1,mild,144,4.851
FLD0188,Kharif 2026,True,0.666,0.262,2026-06-16,2026-09-04,,2026-09-14,-10.000,0.379,712.275,1.055,0.000,0.000,-0.901,2026-08-30,-2.138,False,False,True,1,mild,129,9.804
FLD0196,Kharif 2026,True,0.726,0.289,2026-06-21,2026-07-16,2026-09-09,2026-07-16,0.000,0.431,715.689,1.283,0.000,0.000,-0.864,2026-07-16,-1.057,False,False,True,1,mild,116,0.796
FLD0222,Kharif 2026,True,0.727,0.398,2026-07-01,2026-09-04,,2026-09-14,-10.000,0.408,715.035,1.227,0.000,0.000,-0.861,2026-08-30,-1.264,False,False,True,1,mild,493,1.193
FLD0223,Kharif 2026,True,0.824,0.244,2026-06-21,2026-08-30,,2026-07-16,45.000,0.513,717.985,2.149,0.000,0.000,-0.877,2026-08-30,-0.331,False,True,False,1,mild,491,0.585
FLD0245,Kharif 2026,True,0.817,0.281,2026-06-21,2026-07-21,,2026-09-09,-50.000,0.463,715.829,1.367,0.000,0.000,-0.238,2026-06-26,-1.013,False,False,True,1,mild,346,1.211
FLD0285,Kharif 2026,True,0.840,0.291,2026-06-06,2026-06-21,2026-08-25,2026-06-16,5.000,0.490,715.832,1.540,0.000,0.000,-0.240,2026-06-21,-1.012,False,False,True,1,mild,503,0.142
FLD0325,Kharif 2026,True,0.718,0.236,2026-06-21,2026-08-30,,2026-09-09,-10.000,0.428,715.206,1.307,0.000,0.000,-0.270,2026-06-21,-1.210,False,False,True,1,mild,267,0.973
FLD0334,Kharif 2026,True,0.509,0.244,2026-08-25,2026-09-04,,2026-09-04,0.000,0.261,710.064,0.687,0.000,0.000,-1.192,2026-09-14,-2.838,False,False,True,1,mild,261,10.225
FLD0338,Kharif 2026,True,0.550,0.270,2026-08-25,2026-09-14,,2026-09-14,0.000,0.299,712.975,0.821,0.000,0.000,-0.892,2026-08-30,-1.916,False,False,True,1,mild,255,6.599
FLD0339,Kharif 2026,True,0.603,0.231,2026-08-25,2026-09-09,,2026-09-09,0.000,0.321,711.275,0.870,0.000,0.000,-1.301,2026-09-09,-2.455,False,False,True,1,mild,251,6.004
FLD0343,Kharif 2026,True,0.753,0.204,2026-08-25,2026-09-09,,2026-09-09,0.000,0.432,714.676,1.239,0.000,0.000,-0.218,2026-08-25,-1.378,False,False,True,1,mild,247,3.284
FLD0427,Kharif 2026,True,0.863,0.167,2026-06-11,2026-06-21,,2026-09-14,-85.000,0.478,715.217,1.611,0.000,0.000,-0.290,2026-06-21,-1.207,False,False,True,1,mild,23,1.700
FLD0432,Kharif 2026,True,0.766,0.373,2026-08-25,2026-09-09,,2026-09-09,0.000,0.476,714.957,1.383,0.000,0.000,-0.399,2026-08-30,-1.289,False,False,True,1,mild,339,1.535
FLD0436,Kharif 2026,True,0.776,0.335,2026-06-16,2026-09-04,,2026-09-14,-10.000,0.422,712.246,1.132,0.000,0.000,-1.379,2026-08-30,-2.148,False,False,True,1,mild,341iS,5.797
FLD0457,Kharif 2026,True,0.885,0.294,2026-06-01,2026-06-06,2026-08-25,2026-06-01,5.000,0.504,715.312,1.329,0.000,0.000,-0.562,2026-06-06,-1.177,False,False,True,1,mild,397,0.139
FLD0214,Kharif 2026,True,0.724,0.254,2026-07-01,2026-08-05,2026-09-14,2026-08-05,0.000,0.576,722.481,2.533,10.000,0.000,-2.316,2026-07-01,1.093,False,False,False,0,none,3,0.218
FLD0240,Kharif 2026,True,0.846,0.327,2026-06-16,2026-09-09,,2026-09-09,0.000,0.574,721.035,2.330,5.000,0.000,-1.571,2026-06-21,0.635,False,False,False,0,none,349,0.290
FLD0004,Kharif 2026,True,0.714,0.155,2026-08-25,2026-09-09,,2026-09-09,0.000,0.492,721.506,1.749,0.000,0.000,1.934,2026-08-25,0.784,False,False,False,0,none,311,2.136
FLD0005,Kharif 2026,True,0.784,0.180,2026-06-16,2026-09-09,,2026-09-09,0.000,0.531,721.125,2.032,0.000,0.000,-0.276,2026-06-16,0.664,False,False,False,0,none,312,1.856
FLD0007,Kharif 2026,True,0.732,0.242,2026-06-21,2026-09-09,,2026-09-09,0.000,0.493,721.363,1.817,0.000,0.000,-0.008,2026-06-21,0.739,False,False,False,0,none,309,4.279
FLD0010,Kharif 2026,True,0.806,0.189,2026-06-01,2026-06-16,2026-08-25,2026-06-16,0.000,0.533,721.317,1.923,0.000,0.000,-0.129,2026-06-06,0.724,False,False,False,0,none,323,1.629
FLD0030,Kharif 2026,True,0.672,0.153,2026-06-01,2026-06-21,2026-08-25,2026-06-16,5.000,0.444,717.789,1.278,0.000,0.000,-0.002,2026-06-06,-0.392,False,False,False,0,none,321iS,0.871
FLD0031,Kharif 2026,True,0.845,0.206,2026-08-25,2026-09-09,,2026-09-09,0.000,0.588,722.681,2.677,0.000,0.000,1.348,2026-09-04,1.156,False,False,False,0,none,375,5.943
FLD0036,Kharif 2026,True,0.766,0.235,2026-06-11,2026-09-09,,2026-09-09,0.000,0.553,722.787,2.377,0.000,0.000,-0.367,2026-06-21,1.190,False,False,False,0,none,376,0.268
FLD0037,Kharif 2026,True,0.870,0.244,2026-08-25,2026-09-09,,2026-09-09,0.000,0.597,722.236,2.818,0.000,0.000,1.552,2026-08-25,1.015,False,False,False,0,none,372,2.282
FLD0040,Kharif 2026,True,0.787,0.215,2026-06-16,2026-09-09,,2026-09-09,0.000,0.547,722.087,2.249,0.000,0.000,-0.328,2026-06-21,0.968,False,False,False,0,none,373,3.443
FLD0041,Kharif 2026,True,0.839,0.362,2026-06-21,2026-08-05,,2026-08-05,0.000,0.540,718.853,2.158,0.000,0.000,-0.139,2026-06-21,-0.056,False,False,False,0,none,366,20.196
FLD0042,Kharif 2026,True,0.742,0.208,2026-06-11,2026-09-09,,2026-09-09,0.000,0.498,720.718,1.780,0.000,0.000,0.131,2026-06-21,0.535,False,False,False,0,none,367,2.244
FLD0043,Kharif 2026,True,0.845,0.292,2026-07-01,2026-08-05,,2026-09-09,-35.000,0.549,719.102,2.164,0.000,0.000,-0.037,2026-07-01,0.023,False,False,False,0,none,364,10.548
FLD0047,Kharif 2026,True,0.870,0.158,2026-08-25,2026-09-09,,2026-09-09,0.000,0.586,721.245,2.401,0.000,0.000,1.048,2026-08-25,0.702,False,False,False,0,none,475,1.562
FLD0048,Kharif 2026,True,0.803,0.225,2026-08-25,2026-09-09,,2026-09-09,0.000,0.542,720.837,2.158,0.000,0.000,0.296,2026-08-25,0.572,False,False,False,0,none,474,2.670
FLD0049,Kharif 2026,True,0.817,0.345,2026-07-06,2026-09-04,,2026-09-04,0.000,0.550,721.099,2.236,0.000,0.000,0.142,2026-07-11,0.655,False,False,False,0,none,481,3.665
FLD0050,Kharif 2026,True,0.825,0.308,2026-08-25,2026-09-09,,2026-09-09,0.000,0.548,720.850,2.238,0.000,0.000,0.536,2026-08-25,0.577,False,False,False,0,none,479,0.893
FLD0056,Kharif 2026,True,0.779,0.239,2026-06-16,2026-07-11,,2026-07-11,0.000,0.484,716.595,1.475,0.000,0.000,-0.204,2026-07-06,-0.771,False,False,False,0,none,460,2.394
FLD0059,Kharif 2026,True,0.854,0.325,2026-07-21,2026-09-09,,2026-09-09,0.000,0.545,718.867,1.948,0.000,0.000,0.256,2026-07-21,-0.051,False,False,False,0,none,456,1.279
FLD0075,Kharif 2026,True,0.779,0.171,2026-06-06,2026-06-16,2026-08-25,2026-06-16,0.000,0.483,720.281,1.663,0.000,0.000,-0.013,2026-06-06,0.396,False,False,False,0,none,468,1.860
FLD0114,Kharif 2026,True,0.816,0.211,2026-07-26,2026-07-31,,2026-07-31,0.000,0.540,719.422,2.078,0.000,0.000,-0.669,2026-07-31,0.125,False,False,False,0,none,49,0.253
FLD0127,Kharif 2026,True,0.801,0.245,2026-07-01,2026-07-31,,2026-08-05,-5.000,0.535,719.519,2.068,0.000,0.000,0.723,2026-07-01,0.155,False,False,False,0,none,72 rs 84,2.975
FLD0128,Kharif 2026,True,0.661,0.167,2026-08-20,2026-09-09,,2026-08-30,10.000,0.442,719.227,1.512,0.000,0.000,1.250,2026-09-09,0.063,False,False,False,0,none,100,0.938
FLD0129,Kharif 2026,True,0.741,0.193,2026-06-26,2026-07-16,2026-08-25,2026-07-16,0.000,0.465,717.758,1.575,0.000,0.000,0.235,2026-07-01,-0.402,False,False,False,0,none,101,0.694
FLD0130,Kharif 2026,True,0.768,0.344,2026-06-16,2026-07-16,,2026-07-16,0.000,0.533,720.238,2.147,0.000,0.000,0.222,2026-06-16,0.383,False,False,False,0,none,102,0.289
FLD0135,Kharif 2026,True,0.803,0.274,2026-08-25,2026-09-09,,2026-09-09,0.000,0.484,716.662,1.560,0.000,0.000,-0.489,2026-08-25,-0.749,False,False,False,0,none,95,1.942
FLD0148,Kharif 2026,True,0.793,0.198,2026-07-16,2026-07-31,,2026-07-31,0.000,0.533,719.783,2.135,0.000,0.000,0.859,2026-07-26,0.239,False,False,False,0,none,138,12.926
FLD0155,Kharif 2026,True,0.792,0.240,2026-07-16,2026-07-31,,2026-07-31,0.000,0.510,718.609,1.926,0.000,0.000,0.612,2026-07-26,-0.133,False,False,False,0,none,141,2.192
FLD0162,Kharif 2026,True,0.919,0.475,2026-07-16,2026-09-04,,2026-09-04,0.000,0.542,719.387,2.223,0.000,0.000,-0.839,2026-08-30,0.114,False,False,False,0,none,135,0.850
FLD0163,Kharif 2026,True,0.917,0.338,2026-07-16,2026-07-31,,2026-07-31,0.000,0.545,717.655,2.120,0.000,0.000,-0.344,2026-07-26,-0.435,False,False,False,0,none,133,0.502
FLD0169,Kharif 2026,True,0.777,0.198,2026-06-06,2026-06-16,,2026-06-16,0.000,0.465,718.955,1.539,0.000,0.000,0.187,2026-06-11,-0.023,False,False,False,0,none,155,0.496
FLD0173,Kharif 2026,True,0.774,0.166,2026-06-26,2026-09-09,,2026-09-09,0.000,0.533,721.777,2.073,0.000,0.000,0.106,2026-06-26,0.870,False,False,False,0,none,156,6.017
FLD0175,Kharif 2026,True,0.796,0.319,2026-06-16,2026-07-21,,2026-07-21,0.000,0.480,717.918,1.631,0.000,0.000,-0.404,2026-06-21,-0.352,False,False,False,0,none,209,2.775
FLD0180,Kharif 2026,True,0.871,0.249,2026-06-26,2026-07-31,,2026-07-31,0.000,0.548,718.342,2.004,0.000,0.000,0.044,2026-06-26,-0.217,False,False,False,0,none,132,0.218
FLD0191,Kharif 2026,True,0.820,0.151,2026-07-31,2026-09-09,,2026-09-09,0.000,0.575,722.382,2.529,0.000,0.000,-0.138,2026-08-10,1.062,False,False,False,0,none,115,4.199
FLD0200,Kharif 2026,True,0.890,0.161,2026-07-16,2026-07-31,,2026-07-31,0.000,0.563,720.264,2.345,0.000,0.000,1.059,2026-07-16,0.391,False,False,False,0,none,120,0.178
FLD0202,Kharif 2026,True,0.721,0.263,2026-08-25,2026-09-09,,2026-09-09,0.000,0.514,722.668,1.956,0.000,0.000,1.012,2026-09-04,1.152,False,False,False,0,none,189,0.338
FLD0208,Kharif 2026,True,0.615,0.214,2026-07-11,2026-08-05,2026-09-14,2026-07-31,5.000,0.583,724.257,2.500,0.000,0.000,1.932,2026-08-15,1.655,False,False,False,0,none,6,0.325
FLD0209,Kharif 2026,True,0.619,0.154,2026-06-16,2026-07-16,,2026-07-16,0.000,0.395,718.642,1.512,0.000,0.000,-0.060,2026-06-21,-0.122,False,False,False,0,none,7,0.899
FLD0212,Kharif 2026,True,0.699,0.205,2026-08-25,2026-09-09,,2026-09-09,0.000,0.465,720.713,1.646,0.000,0.000,2.014,2026-08-25,0.533,False,False,False,0,none,5,0.231
FLD0226,Kharif 2026,True,0.792,0.335,2026-06-26,2026-09-09,,2026-09-09,0.000,0.519,720.359,1.860,0.000,0.000,0.695,2026-06-26,0.421,False,False,False,0,none,489,4.061
FLD0228,Kharif 2026,True,0.723,0.211,2026-07-06,2026-08-30,,2026-09-04,-5.000,0.448,716.664,1.431,0.000,0.000,-0.622,2026-08-30,-0.749,False,False,False,0,none,224,3.968
FLD0229,Kharif 2026,True,0.783,0.174,2026-08-25,2026-09-09,,2026-09-09,0.000,0.521,720.446,2.001,0.000,0.000,1.323,2026-08-25,0.449,False,False,False,0,none,480,0.408
FLD0230,Kharif 2026,True,0.568,0.339,2026-07-21,2026-08-05,,2026-08-05,0.000,0.388,718.162,1.095,0.000,0.000,1.388,2026-07-21,-0.274,False,False,False,0,none,362,0.277
FLD0231,Kharif 2026,True,0.674,0.267,2026-07-11,2026-09-09,,2026-09-09,0.000,0.472,721.287,1.640,0.000,0.000,1.246,2026-07-11,0.715,False,False,False,0,none,361,3.668
FLD0242,Kharif 2026,True,0.829,0.245,2026-08-25,2026-09-09,,2026-09-09,0.000,0.554,720.665,2.153,0.000,0.000,0.866,2026-08-25,0.518,False,False,False,0,none,348,0.876
FLD0246,Kharif 2026,True,0.879,0.385,2026-07-11,2026-09-09,,2026-09-09,0.000,0.559,720.167,2.226,0.000,0.000,-0.584,2026-07-16,0.360,False,False,False,0,none,354,5.519
FLD0247,Kharif 2026,True,0.712,0.244,2026-07-06,2026-09-09,,2026-09-09,0.000,0.488,720.904,1.761,0.000,0.000,0.443,2026-07-06,0.594,False,False,False,0,none,341,10.822
FLD0253,Kharif 2026,True,0.620,0.210,2026-06-01,2026-09-09,,2026-09-09,0.000,0.423,720.422,1.546,0.000,0.000,-0.400,2026-06-21,0.441,False,False,False,0,none,241,6.126
FLD0257,Kharif 2026,True,0.752,0.309,2026-06-21,2026-07-31,,2026-08-05,-5.000,0.453,716.699,1.513,0.000,0.000,-0.360,2026-06-21,-0.738,False,False,False,0,none,242,3.289
FLD0258,Kharif 2026,True,0.661,0.196,2026-06-16,2026-07-31,2026-09-09,2026-08-05,-5.000,0.467,721.308,1.763,0.000,0.000,-0.244,2026-06-21,0.721,False,False,False,0,none,243,2.803
FLD0259,Kharif 2026,True,0.546,0.172,2026-07-21,2026-09-09,,2026-09-09,0.000,0.335,717.026,1.042,0.000,0.000,-0.429,2026-09-09,-0.634,False,False,False,0,none,244,15.129
FLD0280,Kharif 2026,True,0.793,0.247,2026-08-25,2026-09-09,,2026-09-09,0.000,0.534,721.268,2.109,0.000,0.000,1.160,2026-08-30,0.709,False,False,False,0,none,414,5.493
FLD0286,Kharif 2026,True,0.764,0.195,2026-06-11,2026-07-11,2026-08-25,2026-07-16,-5.000,0.480,719.293,1.692,0.000,0.000,-0.356,2026-06-21,0.084,False,False,False,0,none,319,0.365
FLD0288,Kharif 2026,True,0.720,0.250,2026-06-26,2026-07-21,,2026-07-21,0.000,0.475,719.681,1.653,0.000,0.000,-0.141,2026-07-06,0.207,False,False,False,0,none,317,1.166
FLD0292,Kharif 2026,True,0.839,0.164,2026-06-01,2026-06-11,2026-08-25,2026-06-11,0.000,0.527,719.902,1.851,0.000,0.000,0.806,2026-06-11,0.277,False,False,False,0,none,302,0.806
FLD0300,Kharif 2026,True,0.823,0.380,2026-08-25,2026-09-09,,2026-09-09,0.000,0.558,721.634,2.307,0.000,0.000,0.367,2026-08-25,0.825,False,False,False,0,none,413,2.989
FLD0301,Kharif 2026,True,0.746,0.250,2026-08-25,2026-09-09,,2026-09-09,0.000,0.529,721.812,2.001,0.000,0.000,1.825,2026-08-25,0.881,False,False,False,0,none,412,1.685
FLD0302,Kharif 2026,True,0.729,0.181,2026-08-25,2026-09-09,,2026-09-09,0.000,0.502,721.144,1.870,0.000,0.000,1.119,2026-08-25,0.670,False,False,False,0,none,411,4.577
FLD0314,Kharif 2026,True,0.879,0.294,2026-06-11,2026-06-21,2026-08-20,2026-06-21,0.000,0.529,716.691,1.772,0.000,0.000,0.512,2026-06-26,-0.740,False,False,False,0,none,278,0.595
FLD0316,Kharif 2026,True,0.721,0.159,2026-08-25,2026-09-09,,2026-09-09,0.000,0.528,723.262,2.142,0.000,0.000,1.381,2026-08-25,1.340,False,False,False,0,none,281,8.073
FLD0318,Kharif 2026,True,0.741,0.263,2026-08-25,2026-09-09,,2026-09-09,0.000,0.525,722.227,2.121,0.000,0.000,2.219,2026-08-25,1.013,False,False,False,0,none,283,4.622
FLD0323,Kharif 2026,True,0.791,0.281,2026-06-01,2026-06-01,2026-08-25,2026-06-01,0.000,0.527,719.428,1.894,0.000,0.000,-1.037,2026-06-06,0.126,False,False,False,0,none,266,0.766
FLD0327,Kharif 2026,True,0.798,0.181,2026-08-25,2026-09-09,,2026-09-09,0.000,0.589,723.573,2.835,0.000,0.000,1.146,2026-08-25,1.439,False,False,False,0,none,273,3.230
FLD0340,Kharif 2026,True,0.585,0.274,2026-07-31,2026-09-14,,2026-09-14,0.000,0.398,718.725,1.450,0.000,0.000,0.206,2026-08-30,-0.096,False,False,False,0,none,250,4.877
FLD0353,Kharif 2026,True,0.523,0.192,2026-07-06,2026-07-31,2026-09-04,2026-07-31,0.000,0.376,719.937,1.165,0.000,0.000,1.291,2026-07-16,0.288,False,False,False,0,none,232,3.193
FLD0356,Kharif 2026,True,0.613,0.203,2026-07-06,2026-08-30,,2026-08-25,5.000,0.399,719.570,1.212,0.000,0.000,0.182,2026-07-21,0.171,False,False,False,0,none,210,9.958
FLD0357,Kharif 2026,True,0.595,0.337,2026-07-06,2026-09-14,,2026-09-14,0.000,0.369,717.737,1.069,0.000,0.000,-0.447,2026-07-16,-0.409,False,False,False,0,none,212,4.499
FLD0358,Kharif 2026,True,0.531,0.203,2026-07-16,2026-08-05,,2026-08-05,0.000,0.320,716.642,0.972,0.000,0.000,-0.294,2026-07-16,-0.756,False,False,False,0,none,214,0.733
FLD0361,Kharif 2026,True,0.566,0.243,2026-07-16,2026-07-31,2026-09-09,2026-08-05,-5.000,0.366,718.540,1.274,0.000,0.000,-0.673,2026-07-31,-0.155,False,False,False,0,none,217,2.359
FLD0363,Kharif 2026,True,0.808,0.205,2026-07-06,2026-07-31,,2026-07-31,0.000,0.528,718.853,2.035,0.000,0.000,0.078,2026-07-21,-0.056,False,False,False,0,none,219,1.438
FLD0375,Kharif 2026,True,0.812,0.500,2026-07-06,2026-09-14,,2026-09-14,0.000,0.466,716.728,1.582,0.000,0.000,-1.244,2026-09-04,-0.728,False,False,False,0,none,341,1.591
FLD0377,Kharif 2026,True,0.673,0.406,2026-07-01,2026-07-21,,2026-07-21,0.000,0.404,716.408,1.244,0.000,0.000,-0.327,2026-07-16,-0.830,False,False,False,0,none,341iS,1.374
